ocid,release_id,date,buyer_name,tender_id,tender_title,mainprocurementcategory,tender_minvalue,tender_datepublished,tender_status,award_id,award_title,award_date,award_value,award_supplier
ocds-20h3g7-39906127,ocds-20h3g7-39906127-2,2019-08-01,Pemerintah Daerah Provinsi Dki Jakarta,39906127,Penyusunan Master Plan Tata Guna Lahan Ruang Bawah Tanah,services,682240900.0,2019-05-27,complete,39906127-1,Penyusunan Master Plan Tata Guna Lahan Ruang Bawah Tanah,2019-08-01,643885000.0,Pt. Nanjung Regional Information System
ocds-20h3g7-39907127,ocds-20h3g7-39907127-1,2019-07-09,Pemerintah Daerah Provinsi Dki Jakarta,39907127,Pembangunan Rumah Genset Di P. Sebira,works,650811084.99,2019-06-25,complete,39907127-1,Pembangunan Rumah Genset Di P. Sebira,2019-07-09,611851926.4,Pt Ardelia Sukses Mandiri
ocds-20h3g7-39912127,ocds-20h3g7-39912127-1,2019-06-26,Pemerintah Daerah Provinsi Dki Jakarta,39912127,Pembangunan Gelanggang Remaja Kecamatan Duren Sawit,works,21824324958.08,2019-05-31,complete,39912127-1,Pembangunan Gelanggang Remaja Kecamatan Duren Sawit,2019-06-26,19238003083.61,Pt. Istana Intan Raya
ocds-20h3g7-39913127,ocds-20h3g7-39913127-1,2019-08-08,Pemerintah Daerah Provinsi Dki Jakarta,39913127,Perencanaan Pembangunan Gedung Upprd Jatinegara Dan Makasar,services,495240166.3,2019-06-17,complete,39913127-1,Perencanaan Pembangunan Gedung Upprd Jatinegara Dan Makasar,2019-08-08,416405000.0,Pt. Mataram Surya Cipta
ocds-20h3g7-39914127,ocds-20h3g7-39914127-1,2019-08-08,Pemerintah Daerah Provinsi Dki Jakarta,39914127,Perencanaan Pembangunan Gedung Upprd Kebon Jeruk,services,495240166.3,2019-06-17,complete,39914127-1,Perencanaan Pembangunan Gedung Upprd Kebon Jeruk,2019-08-08,442805000.0,Pt. Mataram Surya Cipta
ocds-20h3g7-39929127,ocds-20h3g7-39929127-1,2019-06-19,Pemerintah Daerah Provinsi Dki Jakarta,39929127,Belanja Modal Pengadaan Alat Pendingin,goods,569012400.0,2019-06-14,complete,39929127-1,Belanja Modal Pengadaan Alat Pendingin,2019-06-19,469870196.4,Pt. Saitama Karya
ocds-20h3g7-39940127,ocds-20h3g7-39940127-1,2019-07-08,Pemerintah Daerah Provinsi Dki Jakarta,39940127,Pembangunan Lapangan Sepatu Roda Sunter,works,50104519561.59,2019-05-31,complete,39940127-1,Pembangunan Lapangan Sepatu Roda Sunter,2019-07-08,43364512000.0,Pt. Karuniaguna Intisemesta
ocds-20h3g7-39941127,ocds-20h3g7-39941127-1,2019-06-26,Pemerintah Daerah Provinsi Dki Jakarta,39941127,Belanja Alat Tulis Kantor,goods,818722754.63,2019-05-31,complete,39941127-1,Belanja Alat Tulis Kantor,2019-06-26,677993800.0,Cv.Lira Raja Utama
ocds-20h3g7-39943127,ocds-20h3g7-39943127-1,2019-07-26,Pemerintah Daerah Provinsi Dki Jakarta,39943127,Jasa Konsultansi Perencanaan Pemulihan Pencemaran Dan Atau Kerusakan Lingkungan (Perencanaan Pemulihan Kerusakan Lingkungan Di Kelurahan Pulau Panggang),services,193814280.0,2019-06-10,complete,39943127-1,Jasa Konsultansi Perencanaan Pemulihan Pencemaran Dan Atau Kerusakan Lingkungan (Perencanaan Pemulihan Kerusakan Lingkungan Di Kelurahan Pulau Panggang),2019-07-26,190300000.0,Pt. Multi Bina Kreasi
ocds-20h3g7-39957127,ocds-20h3g7-39957127-1,2019-07-02,Pemerintah Daerah Provinsi Dki Jakarta,39957127,Belanja Pemeliharaan Gedung Kantor,works,504260398.57,2019-06-12,complete,39957127-1,Belanja Pemeliharaan Gedung Kantor,2019-07-02,475738017.94,Pt. Batu Alas Permata
ocds-20h3g7-39959127,ocds-20h3g7-39959127-1,2019-09-09,Pemerintah Daerah Provinsi Dki Jakarta,39959127,Pengawasan Normalisasi Saluran Beton Pracetak Di Jakarta Barat,services,872784000.0,2019-06-25,complete,39959127-1,Pengawasan Normalisasi Saluran Beton Pracetak Di Jakarta Barat,2019-09-09,752290000.0,Cakra Gatra Utama. Pt
ocds-20h3g7-39961127,ocds-20h3g7-39961127-1,2019-07-29,Pemerintah Daerah Provinsi Dki Jakarta,39961127,Belanja Jasa Konsultansi Pengawasan (Supervision) Pembangunan Gedung Kelas Pusdiklatkar,services,299600000.0,2019-06-12,complete,39961127-1,Belanja Jasa Konsultansi Pengawasan (Supervision) Pembangunan Gedung Kelas Pusdiklatkar,2019-07-29,270028000.0,Pt.Saritama Purnama
ocds-20h3g7-39964127,ocds-20h3g7-39964127-1,2019-07-29,Pemerintah Daerah Provinsi Dki Jakarta,39964127,Belanja Jasa Konsultansi Pengawasan (Supervision) Pembangunan Kantor Pusdiklatkar,services,373245609.0,2019-06-12,complete,39964127-1,Belanja Jasa Konsultansi Pengawasan (Supervision) Pembangunan Kantor Pusdiklatkar,2019-07-29,328955000.0,Pt. Huda Tata Sarana
ocds-20h3g7-39969127,ocds-20h3g7-39969127-1,2019-07-16,Pemerintah Daerah Provinsi Dki Jakarta,39969127,Pengadaan Material Konstruksi Pencahayaan Kota Tingkat Kota,works,273591989.0,2019-06-12,complete,39969127-1,Pengadaan Material Konstruksi Pencahayaan Kota Tingkat Kota,2019-07-16,250800000.0,Pt.Trihartana Rizky Ardelia
ocds-20h3g7-39974127,ocds-20h3g7-39974127-1,2019-06-24,Pemerintah Daerah Provinsi Dki Jakarta,39974127,Penurapan Sungai/Kali Yang Melintas Di Tpst Bantargebang,works,8024033517.05,2019-05-31,complete,39974127-1,Penurapan Sungai/Kali Yang Melintas Di Tpst Bantargebang,2019-06-24,7013835210.75,Pt. Renis Rimba Jaya
ocds-20h3g7-39975127,ocds-20h3g7-39975127-1,2019-06-24,Pemerintah Daerah Provinsi Dki Jakarta,39975127,Pembangunan Jalan Di Atas Zona Tpst Bantargebang,works,3943912230.94,2019-05-31,complete,39975127-1,Pembangunan Jalan Di Atas Zona Tpst Bantargebang,2019-06-24,3470707732.46,Pt. Tama Lamberaja Sejahtera
ocds-20h3g7-39976127,ocds-20h3g7-39976127-1,2019-07-15,Pemerintah Daerah Provinsi Dki Jakarta,39976127,Pengadaan Mesin Sorting Plant Untuk Landfill Mining (  Pembangunan Hanggar ),works,4365880035.74,2019-06-25,complete,39976127-1,Pengadaan Mesin Sorting Plant Untuk Landfill Mining (  Pembangunan Hanggar ),2019-07-15,4073438933.26,Cv. Melati Panja
ocds-20h3g7-39977127,ocds-20h3g7-39977127-1,2019-07-01,Pemerintah Daerah Provinsi Dki Jakarta,39977127,Belanja Makanan Dan Minuman Pemberian Makanan Tambahan (Pmt) Pada Pos Pelayanan Terpadu Di Kelurahan Kalideres,goods,300000000.0,2019-06-27,complete,39977127-1,Belanja Makanan Dan Minuman Pemberian Makanan Tambahan (Pmt) Pada Pos Pelayanan Terpadu Di Kelurahan Kalideres,2019-07-01,299700000.0,Cv. Cakrawati Samudra
ocds-20h3g7-39980127,ocds-20h3g7-39980127-1,2019-07-17,Pemerintah Daerah Provinsi Dki Jakarta,39980127,Pengadaan Peralatan Dan Perlengkapan Kerja (Pengadaan Genset Dan Instalasi),goods,665142500.0,2019-06-27,complete,39980127-1,Pengadaan Peralatan Dan Perlengkapan Kerja (Pengadaan Genset Dan Instalasi),2019-07-17,392997000.0,Mitra Nusantara
ocds-20h3g7-39988127,ocds-20h3g7-39988127-2,2019-07-11,Pemerintah Daerah Provinsi Dki Jakarta,39988127,Bantuan Sosial Barang Yang Akan Diserahkan Kepada Masyarakat,goods,233200000.0,2019-07-08,complete,39988127-1,Bantuan Sosial Barang Yang Akan Diserahkan Kepada Masyarakat,2019-07-11,175230000.0,Pt.Tucho Anugerah
ocds-20h3g7-39990127,ocds-20h3g7-39990127-1,2019-06-28,Pemerintah Daerah Provinsi Dki Jakarta,39990127,Pemeliharaan Rutin/Berkala Gedung Kantor Walikota Jakarta Timur,works,3121559958.58,2019-06-12,complete,39990127-1,Pemeliharaan Rutin/Berkala Gedung Kantor Walikota Jakarta Timur,2019-06-28,2716043192.88,Cv. Takashita Hobashi
ocds-20h3g7-39992127,ocds-20h3g7-39992127-1,2019-06-21,Pemerintah Daerah Provinsi Dki Jakarta,39992127,Pengadaan Neon Box Dan Pemasangan Stiker Colybrite,goods,998789000.0,2019-06-10,complete,39992127-1,Pengadaan Neon Box Dan Pemasangan Stiker Colybrite,2019-06-21,947980000.0,Cv. Karya Abadi
ocds-20h3g7-40003127,ocds-20h3g7-40003127-1,2019-07-16,Pemerintah Daerah Provinsi Dki Jakarta,40003127,Konservasi Jembatan Kota Intan Uraian Kegiatan Pelaksanaan Fisik (Konstruksi),works,2270352476.43,2019-06-25,complete,40003127-1,Konservasi Jembatan Kota Intan Uraian Kegiatan Pelaksanaan Fisik (Konstruksi),2019-07-16,1875865445.19,Cv.Yunabil Bersaudara
ocds-20h3g7-40005127,ocds-20h3g7-40005127-1,2019-08-01,Pemerintah Daerah Provinsi Dki Jakarta,40005127,Pengadaan Road Sweeper Besar,goods,31898874700.0,2019-06-27,complete,40005127-1,Pengadaan Road Sweeper Besar,2019-08-01,28320600000.0,Pt. Binacitra Teknologi
ocds-20h3g7-40006127,ocds-20h3g7-40006127-1,2019-08-01,Pemerintah Daerah Provinsi Dki Jakarta,40006127,Pengadaan Truk Compactor 15 M3,goods,51885175000.0,2019-06-27,complete,40006127-1,Pengadaan Truk Compactor 15 M3,2019-08-01,44275000000.0,Pt. Dipo Internasional Pahala Otomotif
ocds-20h3g7-40007127,ocds-20h3g7-40007127-1,2019-08-01,Pemerintah Daerah Provinsi Dki Jakarta,40007127,Pengadaan Truk Compactor 6 M3,goods,66022915150.0,2019-06-27,complete,40007127-1,Pengadaan Truk Compactor 6 M3,2019-08-01,65521500000.0,Pt. Dayaguna Motor Indonesia
ocds-20h3g7-40039127,ocds-20h3g7-40039127-1,2019-07-23,Pemerintah Daerah Provinsi Dki Jakarta,40039127,Pengadaan Bahan Dan Tanaman Dekorasi,goods,1415347535.8,2019-07-02,complete,40039127-1,Pengadaan Bahan Dan Tanaman Dekorasi,2019-07-23,1339765240.0,Cv. Rakha Tama
ocds-20h3g7-40047127,ocds-20h3g7-40047127-1,2019-06-27,Pemerintah Daerah Provinsi Dki Jakarta,40047127,Pengadaan Bahan Kimia Dan Alat Bantu Laboratorium,goods,362139422.7,2019-06-25,complete,40047127-1,Pengadaan Bahan Kimia Dan Alat Bantu Laboratorium,2019-06-27,327972150.0,Pt. Cakra Globalindo Sakti
ocds-20h3g7-40049127,ocds-20h3g7-40049127-2,2019-07-16,Pemerintah Daerah Provinsi Dki Jakarta,40049127,"Pengadaan Pakaian Kerja Lapangan Untuk Menunjang Kegiatan Pemeliharaan Saluran Tepi Jalan, Saluran Penghubung Dan Kelengkapannya Di Wilayah Kota Administrasi Jakarta Pusat",goods,1640509860.0,2019-06-19,complete,40049127-1,"Pengadaan Pakaian Kerja Lapangan Untuk Menunjang Kegiatan Pemeliharaan Saluran Tepi Jalan, Saluran Penghubung Dan Kelengkapannya Di Wilayah Kota Administrasi Jakarta Pusat",2019-07-16,874653450.0,Cv.Tunjung Putro
ocds-20h3g7-40057127,ocds-20h3g7-40057127-1,2019-06-24,Pemerintah Daerah Provinsi Dki Jakarta,40057127,Belanja Makanan Dan Minuman Peserta/Petugas/Panitia,services,1328604400.0,2019-06-12,complete,40057127-1,Belanja Makanan Dan Minuman Peserta/Petugas/Panitia,2019-06-24,1234030000.0,Cv Friends
ocds-20h3g7-40059127,ocds-20h3g7-40059127-1,2019-07-26,Pemerintah Daerah Provinsi Dki Jakarta,40059127,Penyediaan Jasa Konsultansi Pengawasan Rehab Sedang Kantor Lurah Pondok Kelapa,services,137888355.0,2019-06-17,complete,40059127-1,Penyediaan Jasa Konsultansi Pengawasan Rehab Sedang Kantor Lurah Pondok Kelapa,2019-07-26,122100000.0,Pt.Saritama Purnama
ocds-20h3g7-40060127,ocds-20h3g7-40060127-1,2019-07-26,Pemerintah Daerah Provinsi Dki Jakarta,40060127,Penyediaan Jasa Konsultansi Pengawasan Rehab Sedang Kantor Lurah Halim Perdanakusuma,services,137888355.0,2019-06-17,complete,40060127-1,Penyediaan Jasa Konsultansi Pengawasan Rehab Sedang Kantor Lurah Halim Perdanakusuma,2019-07-26,125235000.0,Pt. Delta Elok Lestari
ocds-20h3g7-40069127,ocds-20h3g7-40069127-2,2019-08-05,Pemerintah Daerah Provinsi Dki Jakarta,40069127,Revitalisasi Pengolahan Air Limbah Domestik Di Sarana Dan Prasarana Dinas Sumber Daya Air Provinsi Dki Jakarta Di 25 Titik Rumah Pompa,works,1801133066.94,2019-06-14,complete,40069127-1,Revitalisasi Pengolahan Air Limbah Domestik Di Sarana Dan Prasarana Dinas Sumber Daya Air Provinsi Dki Jakarta Di 25 Titik Rumah Pompa,2019-08-05,1697772987.9,Pt. Mekaleksi Surya Pratama
ocds-20h3g7-40070127,ocds-20h3g7-40070127-2,2019-08-19,Pemerintah Daerah Provinsi Dki Jakarta,40070127,Pembangunan/Peningkatan Kualitas Pencahayaan Kota Pada Jalur Pedestrian Jakarta Selatan,works,4794154420.0,2019-06-26,complete,40070127-1,Pembangunan/Peningkatan Kualitas Pencahayaan Kota Pada Jalur Pedestrian Jakarta Selatan,2019-08-19,4682792125.0,Pt. Perintis Utama
ocds-20h3g7-40071127,ocds-20h3g7-40071127-1,2019-07-26,Pemerintah Daerah Provinsi Dki Jakarta,40071127,Pembangunan Sistem Pengolahan Air Limbah (Bioretention) Di Jakarta Barat,works,6222427241.37,2019-07-09,complete,40071127-1,Pembangunan Sistem Pengolahan Air Limbah (Bioretention) Di Jakarta Barat,2019-07-26,5158773800.82,Cv. Tata Cipta
ocds-20h3g7-40080127,ocds-20h3g7-40080127-1,2019-07-02,Pemerintah Daerah Provinsi Dki Jakarta,40080127,Penyediaan Kebutuhan Sandang Bagi Warga Binaan Sosial (Wbs) Psbi Bangun Daya 2,goods,1078536800.0,2019-06-12,complete,40080127-1,Penyediaan Kebutuhan Sandang Bagi Warga Binaan Sosial (Wbs) Psbi Bangun Daya 2,2019-07-02,884636500.0,Pt. Buana Mas Sanjaya
ocds-20h3g7-40084127,ocds-20h3g7-40084127-1,2019-08-02,Pemerintah Daerah Provinsi Dki Jakarta,40084127,Penyelenggaraan Survei Statistik,services,711315000.0,2019-06-11,complete,40084127-1,Penyelenggaraan Survei Statistik,2019-08-02,694062600.0,Pt. Superintending Company Of Indonesia
ocds-20h3g7-40085127,ocds-20h3g7-40085127-1,2019-07-15,Pemerintah Daerah Provinsi Dki Jakarta,40085127,Pembangunan Prasarana Kali/Sungai Dan Kelengkapannya Kali Ciliwung Lama Segmen Jl. Krapu,works,41519335635.56,2019-06-18,complete,40085127-1,Pembangunan Prasarana Kali/Sungai Dan Kelengkapannya Kali Ciliwung Lama Segmen Jl. Krapu,2019-07-15,37504364762.67,Pt.Pitaco Mitra Perkasa
ocds-20h3g7-40086127,ocds-20h3g7-40086127-1,2019-07-04,Pemerintah Daerah Provinsi Dki Jakarta,40086127,Pengisian Ulang Tabung Gas Laboratorium,goods,338316000.0,2019-06-14,complete,40086127-1,Pengisian Ulang Tabung Gas Laboratorium,2019-07-04,330660000.0,Pt.Geo Inti Labs
ocds-20h3g7-40088127,ocds-20h3g7-40088127-2,2019-10-08,Pemerintah Daerah Provinsi Dki Jakarta,40088127,Pembangunan Pagar Pengaman Waduk Dibidang Sungai Dan Pantai Sistem Aliran Timur Provinsi Dki Jakarta Tahun Anggaran 2019,works,1931952588.98,2019-08-07,complete,40088127-1,Pembangunan Pagar Pengaman Waduk Dibidang Sungai Dan Pantai Sistem Aliran Timur Provinsi Dki Jakarta Tahun Anggaran 2019,2019-10-08,1545562104.9,Pt. Tolping Jaya
ocds-20h3g7-40096127,ocds-20h3g7-40096127-3,2019-08-13,Pemerintah Daerah Provinsi Dki Jakarta,40096127,Pembangunan Taman Maju Bersama Al Amanah,works,1111336847.65,2019-06-13,complete,40096127-1,Pembangunan Taman Maju Bersama Al Amanah,2019-08-13,971384446.06,Cv. Fajar Darma Sailastio
ocds-20h3g7-40111127,ocds-20h3g7-40111127-1,2019-07-04,Pemerintah Daerah Provinsi Dki Jakarta,40111127,Belanja Pemeliharaan Gedung Kantor,works,2262684038.15,2019-06-18,complete,40111127-1,Belanja Pemeliharaan Gedung Kantor,2019-07-04,1986131943.91,Pt.Lim Cipta Utama
ocds-20h3g7-40115127,ocds-20h3g7-40115127-1,2019-07-23,Pemerintah Daerah Provinsi Dki Jakarta,40115127,Belanja Pengadaan Tenda Promosi Untuk Bazar,goods,884221800.0,2019-07-03,complete,40115127-1,Belanja Pengadaan Tenda Promosi Untuk Bazar,2019-07-23,626587500.0,Cv Mentari Bunga Laisa
ocds-20h3g7-40116127,ocds-20h3g7-40116127-1,2019-07-25,Pemerintah Daerah Provinsi Dki Jakarta,40116127,Pengadaan Sarana Dan Prasarana Warung,goods,440550000.0,2019-07-02,complete,40116127-1,Pengadaan Sarana Dan Prasarana Warung,2019-07-25,433400000.0,Cv. Wins Sinar Karya
ocds-20h3g7-40119127,ocds-20h3g7-40119127-1,2019-07-04,Pemerintah Daerah Provinsi Dki Jakarta,40119127,Pelaksanaan Kalibrasi Alat Laboratorium,services,691456414.0,2019-06-14,complete,40119127-1,Pelaksanaan Kalibrasi Alat Laboratorium,2019-07-04,691456150.0,Pt. Mutu Global Instrumentasi
ocds-20h3g7-40124127,ocds-20h3g7-40124127-1,2019-07-22,Pemerintah Daerah Provinsi Dki Jakarta,40124127,Belanja Makanan Dan Minuman Peserta/Petugas/Panitia Pembekalan Dan Pembinaan Bagi Pengelola Rptra,services,268600000.0,2019-07-03,complete,40124127-1,Belanja Makanan Dan Minuman Peserta/Petugas/Panitia Pembekalan Dan Pembinaan Bagi Pengelola Rptra,2019-07-22,214880000.0,Cv. Susy Mandiri
ocds-20h3g7-40128127,ocds-20h3g7-40128127-2,2019-07-18,Pemerintah Daerah Provinsi Dki Jakarta,40128127,"Jasa Konsultansi Pengawasan (Supervision) Rehab Berat Gedung Sekolah Untuk Alih Fungsi Tk Negeri Kecamatan Cempaka Putih, Johar Baru, Dan Senen Wilayah Ii Jakarta Pusat",services,172255435.0,2019-06-12,complete,40128127-1,"Jasa Konsultansi Pengawasan (Supervision) Rehab Berat Gedung Sekolah Untuk Alih Fungsi Tk Negeri Kecamatan Cempaka Putih, Johar Baru, Dan Senen Wilayah Ii Jakarta Pusat",2019-07-18,160600000.0,Danureksa Sarana Cipta
ocds-20h3g7-40129127,ocds-20h3g7-40129127-3,2019-07-08,Pemerintah Daerah Provinsi Dki Jakarta,40129127,Pembangunan Taman Maju Bersama Pakis Raya,works,1191782176.95,2019-06-13,complete,40129127-1,Pembangunan Taman Maju Bersama Pakis Raya,2019-07-08,1034923853.83,Pt. Gisos Pratama Perkasa
ocds-20h3g7-40140127,ocds-20h3g7-40140127-1,2019-07-08,Pemerintah Daerah Provinsi Dki Jakarta,40140127,Penyediaan Alat Pengurai Material Kebakaran,goods,37419470000.0,2019-06-14,complete,40140127-1,Penyediaan Alat Pengurai Material Kebakaran,2019-07-08,37411330000.0,Pt. Lanba Wisesa
ocds-20h3g7-40141127,ocds-20h3g7-40141127-1,2019-07-16,Pemerintah Daerah Provinsi Dki Jakarta,40141127,Pembangunan Waduk Cimanggis,works,19273058578.68,2019-06-27,complete,40141127-1,Pembangunan Waduk Cimanggis,2019-07-16,16143675301.76,Pt. Tassiajaya Abadi
ocds-20h3g7-40143127,ocds-20h3g7-40143127-1,2019-07-25,Pemerintah Daerah Provinsi Dki Jakarta,40143127,Pembangunan Dan Peningkatan Prasarana Waduk Sunter Selatan Sisi Timur,works,50016112864.57,2019-07-04,complete,40143127-1,Pembangunan Dan Peningkatan Prasarana Waduk Sunter Selatan Sisi Timur,2019-07-25,45817111448.7,Pt. Sinar Mardagul
ocds-20h3g7-40146127,ocds-20h3g7-40146127-2,2019-07-03,Pemerintah Daerah Provinsi Dki Jakarta,40146127,Pelaksanaan Fisik Peningkatan Sarana Prasarana Dan Utilitas  Di Kelurahan Tegal Parang Jakarta Selatan,works,8753343680.0,2019-06-17,complete,40146127-1,Pelaksanaan Fisik Peningkatan Sarana Prasarana Dan Utilitas  Di Kelurahan Tegal Parang Jakarta Selatan,2019-07-03,7799197007.14,Pt. Frima Banguntama Jaya
ocds-20h3g7-40154127,ocds-20h3g7-40154127-1,2019-08-06,Pemerintah Daerah Provinsi Dki Jakarta,40154127,Pengadaan Map Arsip,services,2499750000.0,2019-06-27,complete,40154127-1,Pengadaan Map Arsip,2019-08-06,2062500000.0,Cv.Gemilang Grafika
ocds-20h3g7-40160127,ocds-20h3g7-40160127-1,2019-07-04,Pemerintah Daerah Provinsi Dki Jakarta,40160127,Pengadaan Kendaraan Dinas Bus Besar,goods,9779999988.0,2019-07-01,complete,40160127-1,Pengadaan Kendaraan Dinas Bus Besar,2019-07-04,9774600000.0,Pt. Dayaguna Motor Indonesia
ocds-20h3g7-40167127,ocds-20h3g7-40167127-1,2019-07-10,Pemerintah Daerah Provinsi Dki Jakarta,40167127,Pembangunan Lajur Uji Mekanis,works,7467259943.55,2019-06-17,complete,40167127-1,Pembangunan Lajur Uji Mekanis,2019-07-10,6496808483.56,Pt. Vanchyn Chalysta Bersaudara
ocds-20h3g7-40178127,ocds-20h3g7-40178127-1,2019-07-09,Pemerintah Daerah Provinsi Dki Jakarta,40178127,Jasa Konstruksi Lanjutan Rehab Total Kantor Camat Tanjung Priok Kota Administrasi Jakarta Utara,works,3145391739.29,2019-06-18,complete,40178127-1,Jasa Konstruksi Lanjutan Rehab Total Kantor Camat Tanjung Priok Kota Administrasi Jakarta Utara,2019-07-09,2953515869.13,Cv. Rainy'S Crown Abadi
ocds-20h3g7-40180127,ocds-20h3g7-40180127-1,2019-07-26,Pemerintah Daerah Provinsi Dki Jakarta,40180127,Perawatan Gedung Eks Wedana Di Pulau Panggang (Pekerjaan Fisik),works,877250708.74,2019-06-27,complete,40180127-1,Perawatan Gedung Eks Wedana Di Pulau Panggang (Pekerjaan Fisik),2019-07-26,716401907.37,Hasbi Group
ocds-20h3g7-40184127,ocds-20h3g7-40184127-1,2019-07-24,Pemerintah Daerah Provinsi Dki Jakarta,40184127,Pembangunan Waduk Kampung Rambutan,works,17604766870.59,2019-06-26,complete,40184127-1,Pembangunan Waduk Kampung Rambutan,2019-07-24,14389835708.55,Pt. Jhuda Citraguna
ocds-20h3g7-40185127,ocds-20h3g7-40185127-1,2019-08-09,Pemerintah Daerah Provinsi Dki Jakarta,40185127,Pengawasan Pemeliharaan Berkala Rumah Susun Marunda,services,393621723.0,2019-06-21,complete,40185127-1,Pengawasan Pemeliharaan Berkala Rumah Susun Marunda,2019-08-09,378275700.0,Pt. Bobby And Team
ocds-20h3g7-40186127,ocds-20h3g7-40186127-1,2019-08-09,Pemerintah Daerah Provinsi Dki Jakarta,40186127,Pengawasan Pemeliharaan Kawasan Rumah Susun Flamboyan,services,151346723.0,2019-06-21,complete,40186127-1,Pengawasan Pemeliharaan Kawasan Rumah Susun Flamboyan,2019-08-09,142615000.0,Pt. Bina Mitra Wahana
ocds-20h3g7-40187127,ocds-20h3g7-40187127-1,2019-08-09,Pemerintah Daerah Provinsi Dki Jakarta,40187127,Pengawasan Pemeliharaan Kawasan Rumah Susun Komarudin,services,216269482.0,2019-06-21,complete,40187127-1,Pengawasan Pemeliharaan Kawasan Rumah Susun Komarudin,2019-08-09,203115000.0,Danureksa Sarana Cipta
ocds-20h3g7-40188127,ocds-20h3g7-40188127-1,2019-08-14,Pemerintah Daerah Provinsi Dki Jakarta,40188127,Pengawasan Pemeliharaan Berkala Rumah Susun Daan Mogot,services,162589482.0,2019-06-21,complete,40188127-1,Pengawasan Pemeliharaan Berkala Rumah Susun Daan Mogot,2019-08-14,151470000.0,Pt Jagad Alam Semesta
ocds-20h3g7-40197127,ocds-20h3g7-40197127-1,2019-08-07,Pemerintah Daerah Provinsi Dki Jakarta,40197127,Pengawasan Pemeliharaan Berkala Rumah Susun Tambora,services,234946723.0,2019-06-21,complete,40197127-1,Pengawasan Pemeliharaan Berkala Rumah Susun Tambora,2019-08-07,204413000.0,Danureksa Sarana Cipta
ocds-20h3g7-40198127,ocds-20h3g7-40198127-1,2019-08-15,Pemerintah Daerah Provinsi Dki Jakarta,40198127,Pengawasan Pemeliharaan Masjid Di Rusun Marunda,services,128333381.0,2019-06-21,complete,40198127-1,Pengawasan Pemeliharaan Masjid Di Rusun Marunda,2019-08-15,123636150.0,Pt. Catur Eka Cipta
ocds-20h3g7-40199127,ocds-20h3g7-40199127-1,2019-08-07,Pemerintah Daerah Provinsi Dki Jakarta,40199127,Pengawasan Pemeliharaan Berkala Rumah Susun Komarudin,services,136331723.0,2019-06-21,complete,40199127-1,Pengawasan Pemeliharaan Berkala Rumah Susun Komarudin,2019-08-07,123189000.0,Pt. Catur Eka Cipta
ocds-20h3g7-40205127,ocds-20h3g7-40205127-1,2019-07-15,Pemerintah Daerah Provinsi Dki Jakarta,40205127,Pembangunan Masjid Asrama Pegadungan,works,7343408048.59,2019-06-21,complete,40205127-1,Pembangunan Masjid Asrama Pegadungan,2019-07-15,6481929032.99,Cv. Putra Bayak Raya
ocds-20h3g7-40218127,ocds-20h3g7-40218127-1,2019-08-14,Pemerintah Daerah Provinsi Dki Jakarta,40218127,Pengawasan Revitalisasi Kawasan Taman Puring,services,216122500.0,2019-06-25,complete,40218127-1,Pengawasan Revitalisasi Kawasan Taman Puring,2019-08-14,183782500.0,Pt. Ciriajasa Cipta Mandiri Enjinering
ocds-20h3g7-40220127,ocds-20h3g7-40220127-1,2019-08-06,Pemerintah Daerah Provinsi Dki Jakarta,40220127,Belanja Modal Pengadaan Drone Fixed Wing,goods,788999999.7,2019-06-28,complete,40220127-1,Belanja Modal Pengadaan Drone Fixed Wing,2019-08-06,765050000.0,Pt.Total Energi Indonesia
ocds-20h3g7-40222127,ocds-20h3g7-40222127-1,2019-07-08,Pemerintah Daerah Provinsi Dki Jakarta,40222127,Belanja Jasa Pelayanan Kearsipan,services,330000000.0,2019-06-19,complete,40222127-1,Belanja Jasa Pelayanan Kearsipan,2019-07-08,250250000.0,Scantec Asia Corporindo
ocds-20h3g7-40235127,ocds-20h3g7-40235127-1,2019-08-01,Pemerintah Daerah Provinsi Dki Jakarta,40235127,Belanja Hibah Barang/Jasa Yang Akan Diserahkan Kepada Masyarakat,goods,592356000.0,2019-06-20,complete,40235127-1,Belanja Hibah Barang/Jasa Yang Akan Diserahkan Kepada Masyarakat,2019-08-01,348350000.0,Cv. Saniez Prima Pratama
ocds-20h3g7-40240127,ocds-20h3g7-40240127-1,2019-07-26,Pemerintah Daerah Provinsi Dki Jakarta,40240127,Perawatan Kantor Informasi Pulau Pramuka (Pekerjaan Fisik),works,493361043.68,2019-06-27,complete,40240127-1,Perawatan Kantor Informasi Pulau Pramuka (Pekerjaan Fisik),2019-07-26,418021243.1,Cv  Maju Bersama
ocds-20h3g7-40243127,ocds-20h3g7-40243127-1,2019-07-22,Pemerintah Daerah Provinsi Dki Jakarta,40243127,Pengadaan Incinerator Kegiatan Lanjutan Pembangunan Rphu Rawa Teratejakarta Timur,goods,1738220000.0,2019-07-03,complete,40243127-1,Pengadaan Incinerator Kegiatan Lanjutan Pembangunan Rphu Rawa Teratejakarta Timur,2019-07-22,1736900000.0,Cv. Riaprima Putri Ambar
