lspe_id,nama_daerah,source_year,source_file,date,buyer_name,tender_title,mainprocurementcategory,tender_minvalue,tender_datepublished,tender_status,award_title,award_date,award_value,award_supplier,days_to_award,budget_utilization_ratio,award_month,award_quarter,award_weekday,log_tender_minvalue,log_award_value,value_gap,title_word_count,award_title_word_count,supplier_count,award_value_per_day,same_day_award_flag
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-05-25,Pemerintah Daerah Provinsi Jakarta,Pemasangan Pipa Hdpe Jl. Rs. Fatmawati Huk Banjarsari 2 & 4,Works,574621505.0,2015-05-05,Complete,Pemasangan Pipa Hdpe Jl. Rs. Fatmawati Huk Banjarsari 2 & 4,2015-05-25,521948221.3,Pt. Kalibening Jaya Abadi,20,0.9083339498406,5,2,0,20.169222131584906,20.07307894993099,-52673283.69999999,11,11,1,26097411.065,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-05-25,Pemerintah Daerah Provinsi Jakarta,Penyediaan Makanan Dan Minuman Wbs Pstw Budi Mulia 4,Goods,877787560.0,2015-05-12,Complete,Penyediaan Makanan Dan Minuman Wbs Pstw Budi Mulia 4,2015-05-25,797930410.0,Cv. Karina Lestari,13,0.9090245138584556,5,2,0,20.592915164464095,20.497531947350918,-79857150.0,9,9,1,61379262.307692304,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-05-25,Pemerintah Daerah Provinsi Jakarta,Penyediaan Makanan Dan Minuman Wbs Psbl Harapan Sentosa 1,Goods,3744982770.0,2015-05-12,Complete,Penyediaan Makanan Dan Minuman Wbs Psbl Harapan Sentosa 1,2015-05-25,3514342250.0,Cv. Bama Indonesia,13,0.9384134629810328,5,2,0,22.043682853370967,21.980118218382938,-230640520.0,9,9,1,270334019.2307692,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-05-25,Pemerintah Daerah Provinsi Jakarta,Belanja Bahan Dan Pangan,Goods,799670066.0,2015-05-11,Complete,Belanja Bahan Dan Pangan,2015-05-25,735217206.0,Cv. Samjaya Mandiri,14,0.9194006844317716,5,2,0,20.49970978431523,20.415676533247648,-64452860.0,4,4,1,52515514.71428572,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-05-25,Pemerintah Daerah Provinsi Jakarta,Penyediaan Makanan Dan Minuman Wbs Pspp Khusnul Khotimah,Goods,1029708700.0,2015-05-12,Complete,Penyediaan Makanan Dan Minuman Wbs Pspp Khusnul Khotimah,2015-05-25,885417880.0,Cv.Alam Permai,13,0.8598721949227,5,2,0,20.75254178462527,20.601570273450303,-144290820.0,8,8,1,68109067.6923077,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-05-25,Pemerintah Daerah Provinsi Jakarta,Penyediaan Makanan Dan Minuman Wbs Psbi Bangun Daya 2,Goods,1417725740.0,2015-05-13,Complete,Penyediaan Makanan Dan Minuman Wbs Psbi Bangun Daya 2,2015-05-25,1298493000.0,Cv. Afif Artha Mulia,12,0.9158985855755148,5,2,0,21.072319833796836,20.98447019898709,-119232740.0,9,9,1,108207750.0,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-05-25,Pemerintah Daerah Provinsi Jakarta,Penyediaan Makan Dan Minuman Wbs Panti Sosial Bina Laras Harapan Sentosa 2,Goods,5351518091.0,2015-05-13,Complete,Penyediaan Makan Dan Minuman Wbs Panti Sosial Bina Laras Harapan Sentosa 2,2015-05-25,4545577300.0,Cv. Pangan Indo,12,0.8493995951624635,5,2,0,22.400646113117364,22.237420575431525,-805940791.0,12,12,1,378798108.3333333,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-05-25,Pemerintah Daerah Provinsi Jakarta,Penyediaan Makanan Dan Minuman Wbs Psbk Harapan Jaya,Goods,1040542695.0,2015-05-13,Complete,Penyediaan Makanan Dan Minuman Wbs Psbk Harapan Jaya,2015-05-25,889060100.0,Cv.Alam Permai,12,0.8544196257127152,5,2,0,20.7630082370743,20.605675396367406,-151482595.0,8,8,1,74088341.66666667,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-05-26,Pemerintah Daerah Provinsi Jakarta,Penyediaan Makanan Dan Miinuman Wbs Psbi Bangun Daya 1,Goods,2499983240.0,2015-05-11,Complete,Penyediaan Makanan Dan Miinuman Wbs Psbi Bangun Daya 1,2015-05-26,2232377200.0,Cv.Alam Permai,15,0.8929568663828322,5,2,1,21.6395498651981,21.526332864050914,-267606040.0,9,9,1,148825146.66666666,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-05-27,Pemerintah Daerah Provinsi Jakarta,Pemasangan Pipa Hdpe Diameter 400 Mm Jl. Rs. Fatmawati (Huk Jl. Kh Muhasyim 1 - Huk Jl. Cemara) Cp 101-102,Works,2655143335.0,2015-05-07,Complete,Pemasangan Pipa Hdpe Diameter 400 Mm Jl. Rs. Fatmawati (Huk Jl. Kh Muhasyim 1 - Huk Jl. Cemara) Cp 101-102,2015-05-27,2152519052.44,Pt.Kalirandoe Jaya Abadi,20,0.8106978723391595,5,2,2,21.69976447737703,21.489904645999342,-502624282.55999994,20,20,1,107625952.62200001,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-05-29,Pemerintah Daerah Provinsi Jakarta,Pemasangan Pipa Hdpe Diameter 300 Mm Di Jl. R.A. Kartini,Works,7639549976.0,2015-05-05,Complete,Pemasangan Pipa Hdpe Diameter 300 Mm Di Jl. R.A. Kartini,2015-05-29,6980155294.2,Pt.Kalirandoe Jaya Abadi,24,0.9136867114068866,5,2,4,22.756604534855928,22.666337002069184,-659394681.8000002,10,10,1,290839803.925,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-05-29,Pemerintah Daerah Provinsi Jakarta,Penyediaan Makanan Dan Minuman Wbs Panti Sosial Asuhan Anak Putra Utama 1,Goods,1070000000.0,2015-05-18,Complete,Penyediaan Makanan Dan Minuman Wbs Panti Sosial Asuhan Anak Putra Utama 1,2015-05-29,950914564.0,Cv. Usaha Selaras,11,0.8887052,5,2,4,20.790924486354804,20.67293477946041,-119085436.0,12,12,1,86446778.54545455,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-05-29,Pemerintah Daerah Provinsi Jakarta,Belanja/Uang Makanan Dan Minuman Peserta/Petugas/Panitia,Services,1367799400.0,2015-05-19,Complete,Belanja/Uang Makanan Dan Minuman Peserta/Petugas/Panitia,2015-05-29,1261898440.0,Pt. Cakra Wredhi Pratama,10,0.922575664238484,5,2,4,21.036469008698653,20.955883123183753,-105900960.0,5,5,1,126189844.0,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-05-29,Pemerintah Daerah Provinsi Jakarta,Belanja Jasa Konsultansi Pengawasan Pemeliharaan Berkala Berat Jalan Di Kecamatan Tebet,Services,190333000.0,2015-05-19,Complete,Belanja Jasa Konsultansi Pengawasan Pemeliharaan Berkala Berat Jalan Di Kecamatan Tebet,2015-05-29,166040000.0,Pt. Plato Isoiki,10,0.8723658009908949,5,2,4,19.064285732891104,18.927739287171757,-24293000.0,11,11,1,16604000.0,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-05-29,Pemerintah Daerah Provinsi Jakarta,Penyediaan Makanan Dan Minuman Wbs Panti Sosial Perlindungan Bhakti Kasih,Goods,539655880.0,2015-05-19,Complete,Penyediaan Makanan Dan Minuman Wbs Panti Sosial Perlindungan Bhakti Kasih,2015-05-29,483006400.0,Cv. Afif Artha Mulia,10,0.8950266603228709,5,2,4,20.10644223698038,19.995540464117024,-56649480.0,10,10,1,48300640.0,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-05-29,Pemerintah Daerah Provinsi Dki Jakarta,Penyelenggaraan Pemilihan Abang Dan None Jakarta,Services,4992122300.0,2015-05-22,Complete,Penyelenggaraan Pemilihan Abang Dan None Jakarta,2015-05-29,4641450000.0,Pt. Ekspo Kreatif Indo,7,0.9297548659815486,5,2,4,22.33112696711247,22.25829265458207,-350672300.0,6,6,1,663064285.7142857,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-01,Pemerintah Daerah Provinsi Jakarta,Pemeliharaan Berkala Berat Jalan Di Kecamatan Jagakarsa (Jasa Konsultansi Pengawasan),Services,196713000.0,2015-05-18,Complete,Pemeliharaan Berkala Berat Jalan Di Kecamatan Jagakarsa (Jasa Konsultansi Pengawasan),2015-06-01,186879000.0,Pt. Asia Juli Pradana,14,0.9500083878543868,6,2,0,19.097256376752092,19.04597191191348,-9834000.0,10,10,1,13348500.0,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-01,Pemerintah Daerah Provinsi Jakarta,Pemeliharaan Berkala Berat Jalan Di Kecamatan Kebayoran Baru (Jasa Konsultansi Pengawasan),Services,190333000.0,2015-05-18,Complete,Pemeliharaan Berkala Berat Jalan Di Kecamatan Kebayoran Baru (Jasa Konsultansi Pengawasan),2015-06-01,169345000.0,Pt. Sava Bintang Padang,14,0.8897301046061377,6,2,0,19.064285732891104,18.947448618044213,-20988000.0,11,11,1,12096071.42857143,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-01,Pemerintah Daerah Provinsi Jakarta,Belanja Sewa Tenda Penyelenggaran Pekan Rakyat Kota Jakarta Timur,Services,489390000.0,2015-05-21,Complete,Belanja Sewa Tenda Penyelenggaran Pekan Rakyat Kota Jakarta Timur,2015-06-01,392260000.0,Cv. Rino Satria,11,0.8015284333558103,6,2,0,20.008670277623956,19.78743544574697,-97130000.0,9,9,1,35660000.0,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-01,Pemerintah Daerah Provinsi Jakarta,Penyediaan Makanan Dan Minuman Wbs Psbr Taruna Jaya,Goods,451664805.0,2015-05-20,Complete,Penyediaan Makanan Dan Minuman Wbs Psbr Taruna Jaya,2015-06-01,432484800.0,Cv. Pelita Utama Mandiri,12,0.9575348692488892,6,2,0,19.928450883044285,19.885057741522175,-19180005.0,8,8,1,36040400.0,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-02,Pemerintah Daerah Provinsi Jakarta,Pemeliharaan Berkala Berat Jalan Di Kecamatan Cilandak (Jasa Konsultan Pengawasan),Services,190333000.0,2015-05-19,Complete,Pemeliharaan Berkala Berat Jalan Di Kecamatan Cilandak (Jasa Konsultan Pengawasan),2015-06-02,174955000.0,Pt. Nabela Karya Abadi,14,0.9192047621799688,6,2,1,19.064285732891104,18.98003936167951,-15378000.0,10,10,1,12496785.714285715,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-03,Pemerintah Daerah Provinsi Jakarta,Pemeliharaan Berkala Berat Jalan Dikecamatan Kebayoran Lama (Jasa Konsultansi Pengawasan),Services,196713000.0,2015-05-19,Complete,Pemeliharaan Berkala Berat Jalan Dikecamatan Kebayoran Lama (Jasa Konsultansi Pengawasan),2015-06-03,170440000.0,Pt. Plato Isoiki,15,0.8664399404208161,6,2,2,19.097256376752092,18.953893892463153,-26273000.0,10,10,1,11362666.666666666,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-04,Pemerintah Daerah Provinsi Jakarta,Pengadaan Jasa Konsultansi Badan Usaha Pemeliharaan Berkala Berat Jalan Di Kecamatan Setiabudi (Jasa Konsultansi Pengawasan),Services,137038000.0,2015-05-18,Complete,Pengadaan Jasa Konsultansi Badan Usaha Pemeliharaan Berkala Berat Jalan Di Kecamatan Setiabudi (Jasa Konsultansi Pengawasan),2015-06-04,123695000.0,Pt. Bumi Madani,17,0.9026328463637824,6,2,3,18.735768824891846,18.633329424258324,-13343000.0,15,15,1,7276176.470588235,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-04,Pemerintah Daerah Provinsi Dki Jakarta,Penyediaan Makanan Dan Minuman Wbs Pstw Budi Mulia 3,Goods,884565080.0,2015-05-20,Complete,Penyediaan Makanan Dan Minuman Wbs Pstw Budi Mulia 3,2015-06-04,800000737.0,Cv. Karina Lestari,15,0.9044000889114908,6,2,3,20.600606648280685,20.500123208131775,-84564343.0,9,9,1,53333382.46666667,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-04,Pemerintah Daerah Provinsi Jakarta,Belanja Bahan Dan Pangan (Penyediaan Makanan Dan Minuman Wbs Semester Ii Psaa Putra Utama 3),Goods,860715020.0,2015-05-21,Complete,Belanja Bahan Dan Pangan (Penyediaan Makanan Dan Minuman Wbs Semester Ii Psaa Putra Utama 3),2015-06-04,740343888.0,Pt.Cipta Anugrah Bintang Subur,14,0.8601498414655294,6,2,3,20.57327402154131,20.422625351080843,-120371132.0,15,15,1,52881706.28571428,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-04,Pemerintah Daerah Provinsi Jakarta,Pengadaan Jasa Konsultansi Badan Usaha Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Tebet (Jasa Konsultansi Pengawasan),Services,72990500.0,2015-05-22,Complete,Pengadaan Jasa Konsultansi Badan Usaha Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Tebet (Jasa Konsultansi Pengawasan),2015-06-04,69795000.0,Pt. Bumi Madani,13,0.9562203300429508,6,2,3,18.105839867358224,18.06107294625667,-3195500.0,13,13,1,5368846.153846154,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-05,Pemerintah Daerah Provinsi Jakarta,Belanja Bahan Pangan Panti Sosial Asuhan Anak Putra Utama 2,Goods,569132850.0,2015-05-21,Complete,Belanja Bahan Pangan Panti Sosial Asuhan Anak Putra Utama 2,2015-06-05,505996000.0,Cv. Alam Pangan,15,0.8890648290640752,6,2,4,20.159624446384605,20.042039324058454,-63136850.0,10,10,1,33733066.666666664,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-05,Pemerintah Daerah Kabupaten Puncak Jaya,Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Jagakarsa (Jasa Konsultansi Pengawasan Pekerjaan Hotmix),Services,63833000.0,2015-05-22,Complete,Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Jagakarsa (Jasa Konsultansi Pengawasan Pekerjaan Hotmix),2015-06-05,54890000.0,Danureksa Sarana Cipta,14,0.8599000516973979,6,2,4,17.971780871636994,17.820841758744326,-8943000.0,10,10,1,3920714.285714286,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-05,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Cetakan Khusus (Security Printing Dan Formulir),Services,545503365.0,2015-05-22,Complete,Pengadaan Cetakan Khusus (Security Printing Dan Formulir),2015-06-05,539880000.0,Pt. Swadharma Eragrafindo Sarana,14,0.9896914201436686,6,2,4,20.117219533704155,20.106857452457618,-5623365.0,7,7,1,38562857.14285714,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-05,Pemerintah Daerah Provinsi Jakarta,Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Kebayoran Lama (Jasa Konsultansi Pengawasan),Services,98750000.0,2015-05-22,Complete,Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Kebayoran Lama (Jasa Konsultansi Pengawasan),2015-06-05,89430000.0,Pt. Nabela Karya Abadi,14,0.905620253164557,6,2,4,18.40810197187209,18.308966765504294,-9320000.0,9,9,1,6387857.142857143,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-05,Pemerintah Daerah Provinsi Jakarta,Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Pesanggrahan (Jasa Konsultansi Pengawasan Pekerjaan Hotmix),Services,98758000.0,2015-05-22,Complete,Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Pesanggrahan (Jasa Konsultansi Pengawasan Pekerjaan Hotmix),2015-06-05,88165000.0,Danureksa Sarana Cipta,14,0.8927378035197149,6,2,4,18.408182981248146,18.29472062816653,-10593000.0,10,10,1,6297500.0,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-09,Pemerintah Daerah Provinsi Dki Jakarta,Penyediaan Bahan Dan Pangan Permakanan Wbs Pstw Budi Mulia 2,Goods,1925770155.0,2015-05-11,Complete,Penyediaan Bahan Dan Pangan Permakanan Wbs Pstw Budi Mulia 2,2015-06-09,1712338560.0,Cv. Usaha Selaras,29,0.8891707847658487,6,2,1,21.37859180571404,21.261125852707963,-213431595.0,10,10,1,59046157.24137931,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-09,Pemerintah Daerah Provinsi Jakarta,Pemasangan Jembatan Pipa Steel Diameter 300 Mm Jl. R.A. Kartini,Works,499259938.0,2015-05-20,Complete,Pemasangan Jembatan Pipa Steel Diameter 300 Mm Jl. R.A. Kartini,2015-06-09,447883876.0,Pt. Kalibening Jaya Abadi,20,0.8970955646755698,6,2,1,20.028637437923834,19.920044553655323,-51376062.0,10,10,1,22394193.8,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-09,Pemerintah Daerah Provinsi Jakarta,Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Pasar Minggu (Jasa Konsultansi Pengawasan Pekerjaan Hotmix),Services,98758000.0,2015-05-22,Complete,Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Pasar Minggu (Jasa Konsultansi Pengawasan Pekerjaan Hotmix),2015-06-09,93819000.0,Pt. Asia Juli Pradana,18,0.94998886166184,6,2,1,18.408182981248146,18.35687796275844,-4939000.0,11,11,1,5212166.666666667,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-09,Pemerintah Daerah Provinsi Jakarta,Belanja Modal Pengadaan Alat Pembersih/Kebersihan,Goods,2123514708.0,2015-05-25,Complete,Belanja Modal Pengadaan Alat Pembersih/Kebersihan,2015-06-09,1438305000.0,Pt. Visi Trading Distribusi,15,0.677322833970218,6,2,1,21.47633843446545,21.086731174589556,-685209708.0,5,5,1,95887000.0,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-11,Pemerintah Daerah Provinsi Jakarta,Pengadaan Alat Tulis Kantor (Atk) Kebutuhan Pam Jaya,Goods,499378860.0,2015-05-22,Complete,Pengadaan Alat Tulis Kantor (Atk) Kebutuhan Pam Jaya,2015-06-11,454942950.0,Cv. Laskar Sejati,20,0.9110176389925676,6,2,3,20.028875606119506,19.93568258663661,-44435910.0,8,8,1,22747147.5,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-11,Pemerintah Daerah Provinsi Jakarta,Pemeliharaan Jalan Wilayah Kecamatan Cempaka Putih (Jasa Konsultansi Pengawasan),Services,143123750.0,2015-05-28,Complete,Pemeliharaan Jalan Wilayah Kecamatan Cempaka Putih (Jasa Konsultansi Pengawasan),2015-06-11,121836000.0,Pt. Bumi Madani,14,0.8512633298107407,6,2,3,18.779220205597145,18.618186444279115,-21287750.0,9,9,1,8702571.42857143,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-11,Pemerintah Daerah Provinsi Jakarta,Pemeliharaan Jalan Wilayah Kecamatan Gambir (Jasa Konsultansi Pengawasan,Services,143123750.0,2015-05-28,Complete,Pemeliharaan Jalan Wilayah Kecamatan Gambir (Jasa Konsultansi Pengawasan,2015-06-11,117216000.0,Pt. Bumi Madani,14,0.818983571908925,6,2,3,18.779220205597145,18.579528953091938,-25907750.0,8,8,1,8372571.428571428,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-11,Pemerintah Daerah Provinsi Jakarta,Pemeliharaan Jalan Wilayah Kecamatan Johar Baru (Jasa Konsultansi Pengawasan),Services,143123750.0,2015-05-28,Complete,Pemeliharaan Jalan Wilayah Kecamatan Johar Baru (Jasa Konsultansi Pengawasan),2015-06-11,118525000.0,Pt. Tricons Karya Mandiri,14,0.8281295033144395,6,2,3,18.779220205597145,18.590634475189496,-24598750.0,9,9,1,8466071.42857143,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-11,Pemerintah Daerah Provinsi Jakarta,Pemeliharaan Jalan Wilayah Kecamatan Kemayoran (Jasa Konsultansi Pengawasan),Services,143123750.0,2015-05-28,Complete,Pemeliharaan Jalan Wilayah Kecamatan Kemayoran (Jasa Konsultansi Pengawasan),2015-06-11,115489000.0,Danureksa Sarana Cipta,14,0.8069170909789605,6,2,3,18.779220205597145,18.56468585395428,-27634750.0,8,8,1,8249214.285714285,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-12,Pemerintah Daerah Provinsi Jakarta,Pemasangan Pipa Hdpe Diameter 160 Mm Di Jl. Rs. Fatmawati Stasiun Cipete,Works,222817444.0,2015-05-26,Complete,Pemasangan Pipa Hdpe Diameter 160 Mm Di Jl. Rs. Fatmawati Stasiun Cipete,2015-06-12,198360432.6,Pt. Fajar Usaha Jaya,17,0.8902374474774066,6,2,4,19.221863361875002,19.1055963055074,-24457011.400000006,12,12,1,11668260.741176471,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-12,Pemerintah Daerah Provinsi Jakarta,Penyediaan Makanan Dan Minuman Wbs Panti Sosial Bina Netra Cahaya Bathin,Goods,321440800.0,2015-05-29,Complete,Penyediaan Makanan Dan Minuman Wbs Panti Sosial Bina Netra Cahaya Bathin,2015-06-12,295451900.0,Cv. Caterina Apriani,14,0.91914872038646,6,2,4,19.58832395093919,19.504016609988092,-25988900.0,11,11,1,21103707.14285714,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-12,Pemerintah Daerah Provinsi Jakarta,Pemeliharaan Jalan Wilayah Kecamatan Menteng (Jasa Konsultansi Pengawasan),Services,143123750.0,2015-06-01,Complete,Pemeliharaan Jalan Wilayah Kecamatan Menteng (Jasa Konsultansi Pengawasan),2015-06-12,119988000.0,Pt. Nabela Karya Abadi,11,0.8383514266500144,6,2,4,18.779220205597145,18.602902304080153,-23135750.0,8,8,1,10908000.0,0
127,Jakarta,2015,ocds-data-tender-2015-127.json,2015-06-12,Pemerintah Daerah Provinsi Jakarta,Pemeliharaan Jalan Wilayah Kecamatan Sawah Besar (Jasa Konsultansi Pengawasan),Services,143123750.0,2015-06-01,Complete,Pemeliharaan Jalan Wilayah Kecamatan Sawah Besar (Jasa Konsultansi Pengawasan),2015-06-12,115192000.0,Pt. Mikro Cordaniel,11,0.8048419636852724,6,2,4,18.779220205597145,18.562110868051402,-27931750.0,9,9,1,10472000.0,0
